Key,Stream,Line_number,Time_stamp,Text,Label
1774,"FOX.1488553800.003Z-1488553860.002Z.ts
","10
","00:00:23,957 --> 00:00:24,558
","<font face=""Monospace"">{\an7}ABOUT THE ROUGH RIDERS REUNION?
[ CHEERS AND APPLAUSE ]</font>
",
1775,"FOX.1488553800.003Z-1488553860.002Z.ts
","11
","00:00:24,558 --> 00:00:26,393
","<font face=""Monospace"">{\an7}[ CHEERS AND APPLAUSE ]
AND I JUST -- OH.</font>
",
1776,"FOX.1488553800.003Z-1488553860.002Z.ts
","12
","00:00:26,393 --> 00:00:27,861
","<font face=""Monospace"">{\an7}AND I JUST -- OH.
THEY’RE GOING TO GIVE IT TO US </font>
",
1777,"FOX.1488553800.003Z-1488553860.002Z.ts
","13
","00:00:27,861 --> 00:00:29,463
","<font face=""Monospace"">{\an7}THEY’RE GOING TO GIVE IT TO US 
GOOD ONE TIME AT A CONCERT.</font>
",
1778,"FOX.1488553800.003Z-1488553860.002Z.ts
","14
","00:00:29,463 --> 00:00:31,265
","<font face=""Monospace"">{\an7}GOOD ONE TIME AT A CONCERT.
AND THEN I GUESS IF THAT GOES </font>
",
1779,"FOX.1488553800.003Z-1488553860.002Z.ts
","15
","00:00:31,265 --> 00:00:32,032
","<font face=""Monospace"">{\an7}AND THEN I GUESS IF THAT GOES 
WELL, THEY’RE GOING TO GO, YOU </font>
",
1780,"FOX.1488553800.003Z-1488553860.002Z.ts
","16
","00:00:32,032 --> 00:00:35,636
","<font face=""Monospace"">{\an7}WELL, THEY’RE GOING TO GO, YOU 
KNOW, ON TOUR.</font>
",
1781,"FOX.1488553800.003Z-1488553860.002Z.ts
","17
","00:00:35,636 --> 00:00:36,237
","<font face=""Monospace"">{\an7}KNOW, ON TOUR.
[ CHEERS AND APPLAUSE ]</font>
",
1782,"FOX.1488553800.003Z-1488553860.002Z.ts
","18
","00:00:36,236 --> 00:00:38,805
","<font face=""Monospace"">{\an7}[ CHEERS AND APPLAUSE ]
ALL RIGHT.</font>
",
1783,"FOX.1488553800.003Z-1488553860.002Z.ts
","19
","00:00:38,805 --> 00:00:42,575
","<font face=""Monospace"">{\an7}ALL RIGHT.
I MEAN, EACH INDIVIDUAL ONE </font>
",
1784,"FOX.1488553800.003Z-1488553860.002Z.ts
","20
","00:00:42,576 --> 00:00:45,112
","<font face=""Monospace"">{\an7}I MEAN, EACH INDIVIDUAL ONE 
SEEMS TO HAVE A REALLY GOOD </font>
",
1785,"FOX.1488553800.003Z-1488553860.002Z.ts
","21
","00:00:45,112 --> 00:00:48,582
","<font face=""Monospace"">{\an7}SEEMS TO HAVE A REALLY GOOD 
SUCCESSFUL LOG OF MUSIC.</font>
",
1786,"FOX.1488553800.003Z-1488553860.002Z.ts
","22
","00:00:48,582 --> 00:00:51,351
","<font face=""Monospace"">{\an7}SUCCESSFUL LOG OF MUSIC.
I MEAN, SWIS BEATS -- DMX IS </font>
",
1787,"FOX.1488553800.003Z-1488553860.002Z.ts
","23
","00:00:51,351 --> 00:00:53,220
","<font face=""Monospace"">{\an7}I MEAN, SWIS BEATS -- DMX IS 
GOING TO RUIN THIS.</font>
",
1788,"FOX.1488553800.003Z-1488553860.002Z.ts
","24
","00:00:53,220 --> 00:00:55,823
","<font face=""Monospace"">{\an7}GOING TO RUIN THIS.
AS WE KNOW, DMX IS A NO SHOW.</font>
",
1789,"FOX.1488553800.003Z-1488553860.002Z.ts
","25
","00:00:55,822 --> 00:00:57,290
","<font face=""Monospace"">{\an7}AS WE KNOW, DMX IS A NO SHOW.
MAYBE IF YOU PUT MONEY IN FRONT </font>
",
1790,"FOX.1488553800.003Z-1488553860.002Z.ts
","26
","00:00:57,291 --> 00:00:59,393
","<font face=""Monospace"">{\an7}MAYBE IF YOU PUT MONEY IN FRONT 
OF HIM AS OPPOSED TO JUST A </font>
",
1791,"FOX.1488553860.002Z-1488553920.005Z.ts
","1
","00:00:00,000 --> 00:00:01,368
","<font face=""Monospace"">{\an7}UNION -- YEAH, </font>

",
1792,"FOX.1488553860.002Z-1488553920.005Z.ts
","2
","00:00:01,368 --> 00:00:03,003
","<font face=""Monospace"">{\an7}\hUNION -- YEAH, 
YOU GET PAID WHEN YOU COME ON </font>
",
1793,"FOX.1488553860.002Z-1488553920.005Z.ts
","3
","00:00:03,003 --> 00:00:03,971
","<font face=""Monospace"">{\an7}YOU GET PAID WHEN YOU COME ON 
TALK SHOWS.</font>
",
1794,"FOX.1488553860.002Z-1488553920.005Z.ts
","4
","00:00:03,971 --> 00:00:07,541
","<font face=""Monospace"">{\an7}TALK SHOWS.
IT’S A CUTE CHECK.</font>
",
1795,"FOX.1488553860.002Z-1488553920.005Z.ts
","5
","00:00:07,541 --> 00:00:09,610
","<font face=""Monospace"">{\an7}IT’S A CUTE CHECK.
YEAH, REUNION-IZE.</font>
",
1796,"FOX.1488553860.002Z-1488553920.005Z.ts
","6
","00:00:09,610 --> 00:00:26,494
","<font face=""Monospace"">{\an7}YEAH, REUNION-IZE.
IF I GO ON JIMMY FALLON LIKE I </font>
",
1797,"FOX.1488553860.002Z-1488553920.005Z.ts
","7
","00:00:26,493 --> 00:00:29,196
","<font face=""Monospace"">{\an7}IF I GO ON JIMMY FALLON LIKE I 
WAS ONCOLBERT -- AND YES, THEY G</font>
",
1798,"FOX.1488553860.002Z-1488553920.005Z.ts
","8
","00:00:29,196 --> 00:00:32,466
","<font face=""Monospace"">{\an7}WAS ONCOLBERT -- AND YES, THEY G
A LITTLE CHECK FOR COMING ON </font>
",
1799,"FOX.1488553860.002Z-1488553920.005Z.ts
","9
","00:00:32,466 --> 00:00:33,267
","<font face=""Monospace"">{\an7}A LITTLE CHECK FOR COMING ON 
WENDY.</font>
",
1800,"FOX.1488553860.002Z-1488553920.005Z.ts
","10
","00:00:33,267 --> 00:00:33,667
","<font face=""Monospace"">{\an7}WENDY.
[ APPLAUSE ]</font>
",
1801,"FOX.1488553860.002Z-1488553920.005Z.ts
","11
","00:00:33,667 --> 00:00:38,071
","<font face=""Monospace"">{\an7}[ APPLAUSE ]
AND FOR DMX AND ALL THE MONEY HE</font>
",
1802,"FOX.1488553860.002Z-1488553920.005Z.ts
","12
","00:00:38,071 --> 00:00:40,040
","<font face=""Monospace"">{\an7}AND FOR DMX AND ALL THE MONEY HE
OWNS, MILLIONS.</font>
",
1803,"FOX.1488553860.002Z-1488553920.005Z.ts
","13
","00:00:40,040 --> 00:00:40,908
","<font face=""Monospace"">{\an7}OWNS, MILLIONS.
NEGATIVE 10 MILLION.</font>
",
1804,"FOX.1488553860.002Z-1488553920.005Z.ts
","14
","00:00:40,908 --> 00:00:42,309
","<font face=""Monospace"">{\an7}NEGATIVE 10 MILLION.
THAT LITTLE CHECK HERE DOESN’T </font>
",
1805,"FOX.1488553860.002Z-1488553920.005Z.ts
","15
","00:00:42,309 --> 00:00:42,643
","<font face=""Monospace"">{\an7}THAT LITTLE CHECK HERE DOESN’T 
MATTER.</font>
",
1806,"FOX.1488553860.002Z-1488553920.005Z.ts
","16
","00:00:42,643 --> 00:00:43,210
","<font face=""Monospace"">{\an7}MATTER.
I GUESS.</font>
",
1807,"FOX.1488553860.002Z-1488553920.005Z.ts
","17
","00:00:43,210 --> 00:00:45,813
","<font face=""Monospace"">{\an7}I GUESS.
HE IS A NO SHOW BUT MAYBE IF YOU</font>
",
1808,"FOX.1488553860.002Z-1488553920.005Z.ts
","18
","00:00:45,812 --> 00:00:47,414
","<font face=""Monospace"">{\an7}HE IS A NO SHOW BUT MAYBE IF YOU
PAY HIM MORE THAN THE TALK SHOW,</font>
",
1809,"FOX.1488553860.002Z-1488553920.005Z.ts
","19
","00:00:47,414 --> 00:00:49,383
","<font face=""Monospace"">{\an7}PAY HIM MORE THAN THE TALK SHOW,
WHEN HE GOES ON THE TOUR, THEN </font>
",
1810,"FOX.1488553860.002Z-1488553920.005Z.ts
","20
","00:00:49,383 --> 00:00:51,752
","<font face=""Monospace"">{\an7}WHEN HE GOES ON THE TOUR, THEN 
MAYBE -- HE IS GOING TO RUIN </font>
",
1811,"FOX.1488553860.002Z-1488553920.005Z.ts
","21
","00:00:51,752 --> 00:00:52,987
","<font face=""Monospace"">{\an7}MAYBE -- HE IS GOING TO RUIN 
THAT.</font>
",
1812,"FOX.1488553860.002Z-1488553920.005Z.ts
","22
","00:00:52,986 --> 00:00:55,956
","<font face=""Monospace"">{\an7}THAT.
I’M HAPPY FOR EVE WHO YOU KNOW </font>
",
1813,"FOX.1488553860.002Z-1488553920.005Z.ts
","23
","00:00:55,956 --> 00:00:58,158
","<font face=""Monospace"">{\an7}I’M HAPPY FOR EVE WHO YOU KNOW 
IS MARRIED AND SHE LIVES IN </font>
",
1814,"FOX.1488553860.002Z-1488553920.005Z.ts
","24
","00:00:58,158 --> 00:00:59,359
","<font face=""Monospace"">{\an7}IS MARRIED AND SHE LIVES IN 
LONDON.</font>
",
1815,"FOX.1488553920.005Z-1488553980.001Z.ts
","1
","00:00:00,000 --> 00:00:02,336
","<font face=""Monospace"">{\an7}RAISING FOUR STEP </font>

",
1816,"FOX.1488553920.005Z-1488553980.001Z.ts
","2
","00:00:02,336 --> 00:00:02,703
","<font face=""Monospace"">{\an7}\hRAISING FOUR STEP 
CHILDREN.</font>
",
1817,"FOX.1488553920.005Z-1488553980.001Z.ts
","3
","00:00:02,703 --> 00:00:04,138
","<font face=""Monospace"">{\an7}CHILDREN.
AND HER HUSBAND, YOU KNOW, IS A </font>
",
1818,"FOX.1488553920.005Z-1488553980.001Z.ts
","4
","00:00:04,137 --> 00:00:04,537
","<font face=""Monospace"">{\an7}AND HER HUSBAND, YOU KNOW, IS A 
BILLIONAIRE.</font>
",
1819,"FOX.1488553920.005Z-1488553980.001Z.ts
","5
","00:00:04,538 --> 00:00:06,707
","<font face=""Monospace"">{\an7}BILLIONAIRE.
HE IS HEAD OF THE GUM BALL.</font>
",
1820,"FOX.1488553920.005Z-1488553980.001Z.ts
","6
","00:00:06,707 --> 00:00:09,076
","<font face=""Monospace"">{\an7}HE IS HEAD OF THE GUM BALL.
YOU DON’T GET TO BE A </font>
",
1821,"FOX.1488553920.005Z-1488553980.001Z.ts
","7
","00:00:09,076 --> 00:00:10,978
","<font face=""Monospace"">{\an7}YOU DON’T GET TO BE A 
BILLIONAIRE SITTING AROUND </font>
",
1822,"FOX.1488553920.005Z-1488553980.001Z.ts
","8
","00:00:10,978 --> 00:00:12,279
","<font face=""Monospace"">{\an7}BILLIONAIRE SITTING AROUND 
WHINING THAT YOUR WIFE IS NOT </font>
",
1823,"FOX.1488553920.005Z-1488553980.001Z.ts
","9
","00:00:12,279 --> 00:00:12,579
","<font face=""Monospace"">{\an7}WHINING THAT YOUR WIFE IS NOT 
HOME.</font>
",
1824,"FOX.1488553920.005Z-1488553980.001Z.ts
","10
","00:00:12,579 --> 00:00:14,081
","<font face=""Monospace"">{\an7}HOME.
HE PROBABLY TAKES A LOT OF </font>
",
1825,"FOX.1488553920.005Z-1488553980.001Z.ts
","11
","00:00:14,081 --> 00:00:14,848
","<font face=""Monospace"">{\an7}HE PROBABLY TAKES A LOT OF 
BUSINESS TRIPS.</font>
",
1826,"FOX.1488553920.005Z-1488553980.001Z.ts
","12
","00:00:14,848 --> 00:00:16,516
","<font face=""Monospace"">{\an7}BUSINESS TRIPS.
YOU KNOW, IT’S NICE BEING </font>
",
1827,"FOX.1488553920.005Z-1488553980.001Z.ts
","13
","00:00:16,517 --> 00:00:16,851
","<font face=""Monospace"">{\an7}YOU KNOW, IT’S NICE BEING 
MARRIED.</font>
",
1828,"FOX.1488553920.005Z-1488553980.001Z.ts
","14
","00:00:16,850 --> 00:00:18,085
","<font face=""Monospace"">{\an7}MARRIED.
IT’S NICE TO GET AWAY.</font>
",
1829,"FOX.1488553920.005Z-1488553980.001Z.ts
","15
","00:00:18,085 --> 00:00:19,920
","<font face=""Monospace"">{\an7}IT’S NICE TO GET AWAY.
BUT TO HAVE A GOOD EXCUSE LIKE </font>
",
1830,"FOX.1488553920.005Z-1488553980.001Z.ts
","16
","00:00:19,920 --> 00:00:21,221
","<font face=""Monospace"">{\an7}BUT TO HAVE A GOOD EXCUSE LIKE 
I’M GOING ON TOUR -- AND YOU </font>
",
1831,"FOX.1488553920.005Z-1488553980.001Z.ts
","17
","00:00:21,221 --> 00:00:23,490
","<font face=""Monospace"">{\an7}I’M GOING ON TOUR -- AND YOU 
KNOW, EVE IS HELPING TO RAISE </font>
",
1832,"FOX.1488553920.005Z-1488553980.001Z.ts
","18
","00:00:23,490 --> 00:00:24,424
","<font face=""Monospace"">{\an7}KNOW, EVE IS HELPING TO RAISE 
FOUR STEP CHILDREN.</font>
",
1833,"FOX.1488553920.005Z-1488553980.001Z.ts
","19
","00:00:24,424 --> 00:00:27,994
","<font face=""Monospace"">{\an7}FOUR STEP CHILDREN.
BUT SHE’S NOT THE 38 THAT </font>
",
1834,"FOX.1488553920.005Z-1488553980.001Z.ts
","20
","00:00:27,995 --> 00:00:29,864
","<font face=""Monospace"">{\an7}BUT SHE’S NOT THE 38 THAT 
SOMETIMES 38 WHEN YOU’RE A WOMAN</font>
",
1835,"FOX.1488553920.005Z-1488553980.001Z.ts
","21
","00:00:29,863 --> 00:00:31,732
","<font face=""Monospace"">{\an7}SOMETIMES 38 WHEN YOU’RE A WOMAN
AND YOU RAP -- AFTER HAVE YOU </font>
",
1836,"FOX.1488553920.005Z-1488553980.001Z.ts
","22
","00:00:31,732 --> 00:00:32,733
","<font face=""Monospace"">{\an7}AND YOU RAP -- AFTER HAVE YOU 
KIDS AND YOU GET MARRIED.</font>
",
1837,"FOX.1488553920.005Z-1488553980.001Z.ts
","23
","00:00:32,733 --> 00:00:33,901
","<font face=""Monospace"">{\an7}KIDS AND YOU GET MARRIED.
I DON’T KNOW.</font>
",
1838,"FOX.1488553920.005Z-1488553980.001Z.ts
","24
","00:00:33,901 --> 00:00:35,336
","<font face=""Monospace"">{\an7}I DON’T KNOW.
BUT I LIKE EVE.</font>
",
1839,"FOX.1488553920.005Z-1488553980.001Z.ts
","25
","00:00:35,335 --> 00:00:37,537
","<font face=""Monospace"">{\an7}BUT I LIKE EVE.
AND I’M ROOTING FOR THIS TOUR TO</font>
",
1840,"FOX.1488553920.005Z-1488553980.001Z.ts
","26
","00:00:37,538 --> 00:00:38,205
","<font face=""Monospace"">{\an7}AND I’M ROOTING FOR THIS TOUR TO
REALLY HAPPEN.</font>
",
1841,"FOX.1488553920.005Z-1488553980.001Z.ts
","27
","00:00:38,205 --> 00:00:45,112
","<font face=""Monospace"">{\an7}REALLY HAPPEN.
SHOUT OUT TO THE LOCK AND </font>
",
1842,"FOX.1488553920.005Z-1488553980.001Z.ts
","28
","00:00:45,112 --> 00:00:46,680
","<font face=""Monospace"">{\an7}SHOUT OUT TO THE LOCK AND 
DRAG-ON AND SWIZZ BEATS AND ALL </font>
",
1843,"FOX.1488553920.005Z-1488553980.001Z.ts
","29
","00:00:46,680 --> 00:00:46,980
","<font face=""Monospace"">{\an7}DRAG-ON AND SWIZZ BEATS AND ALL 
Y’ALL.</font>
",
1844,"FOX.1488553920.005Z-1488553980.001Z.ts
","30
","00:00:46,980 --> 00:00:47,647
","<font face=""Monospace"">{\an7}Y’ALL.
IT’S A GOOD ONE.</font>
",
1845,"FOX.1488553920.005Z-1488553980.001Z.ts
","31
","00:00:47,648 --> 00:00:49,083
","<font face=""Monospace"">{\an7}IT’S A GOOD ONE.
IT’S A GOOD ONE.</font>
",
1846,"FOX.1488553920.005Z-1488553980.001Z.ts
","32
","00:00:49,082 --> 00:00:51,217
","<font face=""Monospace"">{\an7}IT’S A GOOD ONE.
WENDY IS ANOTHER ONE TOO.</font>
",
1847,"FOX.1488553920.005Z-1488553980.001Z.ts
","33
","00:00:51,218 --> 00:00:54,254
","<font face=""Monospace"">{\an7}WENDY IS ANOTHER ONE TOO.
IT’S TOUGH TO PULL OFF THE GIRL </font>
",
1848,"FOX.1488553920.005Z-1488553980.001Z.ts
","34
","00:00:54,254 --> 00:00:56,590
","<font face=""Monospace"">{\an7}IT’S TOUGH TO PULL OFF THE GIRL 
THING ONCE YOU HAVE MARRIED AND </font>
",
1849,"FOX.1488553920.005Z-1488553980.001Z.ts
","35
","00:00:56,590 --> 00:00:57,124
","<font face=""Monospace"">{\an7}THING ONCE YOU HAVE MARRIED AND 
SETTLED DOWN.</font>
",
1850,"FOX.1488553920.005Z-1488553980.001Z.ts
","36
","00:00:57,124 --> 00:00:59,026
","<font face=""Monospace"">{\an7}SETTLED DOWN.
SOMETIMES IT SUCKS BEING A WOMAN</font>
",
1851,"FOX.1488553980.001Z-1488554040.002Z.ts
","1
","00:00:00,000 --> 00:00:02,169
","<font face=""Monospace"">{\an7}FINESSE IT -- </font>

",
1852,"FOX.1488553980.001Z-1488554040.002Z.ts
","2
","00:00:02,169 --> 00:00:02,569
","<font face=""Monospace"">{\an7}\hFINESSE IT -- 
PRETTY GOOD.</font>
",
1853,"FOX.1488553980.001Z-1488554040.002Z.ts
","3
","00:00:02,569 --> 00:00:02,969
","<font face=""Monospace"">{\an7}PRETTY GOOD.
[ APPLAUSE ]</font>
",
1854,"FOX.1488553980.001Z-1488554040.002Z.ts
","4
","00:00:02,970 --> 00:00:05,706
","<font face=""Monospace"">{\an7}[ APPLAUSE ]
YOU KNOW?</font>
",
1855,"FOX.1488553980.001Z-1488554040.002Z.ts
","5
","00:00:05,706 --> 00:00:07,374
","<font face=""Monospace"">{\an7}YOU KNOW?
SO I DO CARE ABOUT THAT REUNION </font>
",
1856,"FOX.1488553980.001Z-1488554040.002Z.ts
","6
","00:00:07,374 --> 00:00:08,275
","<font face=""Monospace"">{\an7}SO I DO CARE ABOUT THAT REUNION 
AND I WOULD LIKE TO GO.</font>
",
1857,"FOX.1488553980.001Z-1488554040.002Z.ts
","7
","00:00:08,275 --> 00:00:11,411
","<font face=""Monospace"">{\an7}AND I WOULD LIKE TO GO.
AND I HOPE IF THEY GO ON TOUR </font>
",
1858,"FOX.1488553980.001Z-1488554040.002Z.ts
","8
","00:00:11,411 --> 00:00:14,915
","<font face=""Monospace"">{\an7}AND I HOPE IF THEY GO ON TOUR 
AND TAKE IT AROUND -- THE </font>
",
1859,"FOX.1488553980.001Z-1488554040.002Z.ts
","9
","00:00:14,915 --> 00:00:17,718
","<font face=""Monospace"">{\an7}AND TAKE IT AROUND -- THE 
REUNION I DON’T CARE ABOUT -- </font>
",
1860,"FOX.1488553980.001Z-1488554040.002Z.ts
","10
","00:00:17,718 --> 00:00:20,421
","<font face=""Monospace"">{\an7}REUNION I DON’T CARE ABOUT -- 
DAMN IT.</font>
",
1861,"FOX.1488553980.001Z-1488554040.002Z.ts
","11
","00:00:20,420 --> 00:00:21,354
","<font face=""Monospace"">{\an7}DAMN IT.
MAN.</font>
",
1862,"FOX.1488553980.001Z-1488554040.002Z.ts
","12
","00:00:21,355 --> 00:00:21,622
","<font face=""Monospace"">{\an7}MAN.
TLC.</font>
",
1863,"FOX.1488553980.001Z-1488554040.002Z.ts
","13
","00:00:21,622 --> 00:00:23,157
","<font face=""Monospace"">{\an7}TLC.
I LIKE -- I LIKE THE MOVIE, AND </font>
",
1864,"FOX.1488553980.001Z-1488554040.002Z.ts
","14
","00:00:23,156 --> 00:00:24,924
","<font face=""Monospace"">{\an7}I LIKE -- I LIKE THE MOVIE, AND 
YOU KNOW I LIKE THE GIRLS.</font>
",
1865,"FOX.1488553980.001Z-1488554040.002Z.ts
","15
","00:00:24,925 --> 00:00:26,894
","<font face=""Monospace"">{\an7}YOU KNOW I LIKE THE GIRLS.
BUT I’M ALSO FICKLE.</font>
",
1866,"FOX.1488553980.001Z-1488554040.002Z.ts
","16
","00:00:26,894 --> 00:00:28,529
","<font face=""Monospace"">{\an7}BUT I’M ALSO FICKLE.
I’VE BEEN FICKLE ON SHOULD SHOW </font>
",
1867,"FOX.1488553980.001Z-1488554040.002Z.ts
","17
","00:00:28,529 --> 00:00:29,563
","<font face=""Monospace"">{\an7}I’VE BEEN FICKLE ON SHOULD SHOW 
FOR EIGHT YEARS.</font>
",
1868,"FOX.1488553980.001Z-1488554040.002Z.ts
","18
","00:00:29,563 --> 00:00:29,963
","<font face=""Monospace"">{\an7}FOR EIGHT YEARS.
[ APPLAUSE ]</font>
",
1869,"FOX.1488553980.001Z-1488554040.002Z.ts
","19
","00:00:29,963 --> 00:00:34,701
","<font face=""Monospace"">{\an7}[ APPLAUSE ]
AND -- AND I’M GOING TO CONTINUE</font>
",
1870,"FOX.1488553980.001Z-1488554040.002Z.ts
","20
","00:00:34,701 --> 00:00:45,612
","<font face=""Monospace"">{\an7}AND -- AND I’M GOING TO CONTINUE
TO BE CONSISTENT ON MY FICKLAT</font>
",
1871,"FOX.1488553980.001Z-1488554040.002Z.ts
","21
","00:00:45,612 --> 00:00:46,012
","<font face=""Monospace"">{\an7}TO BE CONSISTENT ON MY FICKLAT
FICKLATION.</font>
",
1872,"FOX.1488553980.001Z-1488554040.002Z.ts
","22
","00:00:46,013 --> 00:00:47,214
","<font face=""Monospace"">{\an7}FICKLATION.
AND LEFT EYE ISN’T HERE ANYMORE.</font>
",
1873,"FOX.1488553980.001Z-1488554040.002Z.ts
","23
","00:00:47,214 --> 00:00:49,349
","<font face=""Monospace"">{\an7}AND LEFT EYE ISN’T HERE ANYMORE.
AND AS TALENTED AS LITTLE MAMA </font>
",
1874,"FOX.1488553980.001Z-1488554040.002Z.ts
","24
","00:00:49,349 --> 00:00:52,185
","<font face=""Monospace"">{\an7}AND AS TALENTED AS LITTLE MAMA 
IS, I DON’T WANT A SUBSTITUTE ON</font>
",
1875,"FOX.1488553980.001Z-1488554040.002Z.ts
","25
","00:00:52,185 --> 00:00:53,787
","<font face=""Monospace"">{\an7}IS, I DON’T WANT A SUBSTITUTE ON
THE ROAD OR AN ALBUM.</font>
",
1876,"FOX.1488553980.001Z-1488554040.002Z.ts
","26
","00:00:53,787 --> 00:00:56,757
","<font face=""Monospace"">{\an7}THE ROAD OR AN ALBUM.
I JUST WANT THEM TO, LIKE, LET </font>
",
1877,"FOX.1488553980.001Z-1488554040.002Z.ts
","27
","00:00:56,757 --> 00:00:58,325
","<font face=""Monospace"">{\an7}I JUST WANT THEM TO, LIKE, LET 
IT GO.</font>
",
1878,"FOX.1488554040.002Z.ts
","1
","00:00:00,133 --> 00:00:01,568
","<font face=""Monospace"">{\an7}SOMETHING -- YOU KNOW, IF YOU </font>

",
1879,"FOX.1488554044.042Z-1488554100.000Z.ts
","1
","00:00:00,000 --> 00:00:01,368
","<font face=""Monospace"">{\an7}OMETHING </font>

",
1880,"FOX.1488554044.042Z-1488554100.000Z.ts
","2
","00:00:01,368 --> 00:00:02,135
","<font face=""Monospace"">{\an7}OMETHING 
LIKE THAT?</font>
",
1881,"FOX.1488554044.042Z-1488554100.000Z.ts
","3
","00:00:02,135 --> 00:00:04,971
","<font face=""Monospace"">{\an7}LIKE THAT?
NO, THOSE -- WHY YOU LAUGHING?</font>
",
1882,"FOX.1488554044.042Z-1488554100.000Z.ts
","4
","00:00:04,972 --> 00:00:05,439
","<font face=""Monospace"">{\an7}NO, THOSE -- WHY YOU LAUGHING?
[ LAUGHTER ]</font>
",
1883,"FOX.1488554044.042Z-1488554100.000Z.ts
","5
","00:00:05,439 --> 00:00:06,440
","<font face=""Monospace"">{\an7}[ LAUGHTER ]
THAT’S A BIG DEAL.</font>
",
1884,"FOX.1488554044.042Z-1488554100.000Z.ts
","6
","00:00:06,440 --> 00:00:08,309
","<font face=""Monospace"">{\an7}THAT’S A BIG DEAL.
OR THE JINGLE BALLS OR SOMETHING</font>
",
1885,"FOX.1488554044.042Z-1488554100.000Z.ts
","7
","00:00:08,308 --> 00:00:12,879
","<font face=""Monospace"">{\an7}OR THE JINGLE BALLS OR SOMETHING
LIKE THAT.</font>
",
1886,"FOX.1488554044.042Z-1488554100.000Z.ts
","8
","00:00:12,880 --> 00:00:17,918
","<font face=""Monospace"">{\an7}LIKE THAT.
YOU KNOW, WITH ELVIS DURANT.</font>
",
1887,"FOX.1488554044.042Z-1488554100.000Z.ts
","9
","00:00:17,918 --> 00:00:19,353
","<font face=""Monospace"">{\an7}YOU KNOW, WITH ELVIS DURANT.
MUSIC IS COMING OUT BUT IT’S </font>
",
1888,"FOX.1488554044.042Z-1488554100.000Z.ts
","10
","00:00:19,353 --> 00:00:20,921
","<font face=""Monospace"">{\an7}MUSIC IS COMING OUT BUT IT’S 
OVER TWO YEARS IN THE MAKING.</font>
",
1889,"FOX.1488554044.042Z-1488554100.000Z.ts
","11
","00:00:20,921 --> 00:00:22,689
","<font face=""Monospace"">{\an7}OVER TWO YEARS IN THE MAKING.
AND I’LL REMIND YOU BECAUSE </font>
",
1890,"FOX.1488554044.042Z-1488554100.000Z.ts
","12
","00:00:22,689 --> 00:00:24,724
","<font face=""Monospace"">{\an7}AND I’LL REMIND YOU BECAUSE 
THAT’S WHAT I DO.</font>
",
1891,"FOX.1488554044.042Z-1488554100.000Z.ts
","13
","00:00:24,725 --> 00:00:26,660
","<font face=""Monospace"">{\an7}THAT’S WHAT I DO.
THEY DID A KICK START.</font>
",
1892,"FOX.1488554044.042Z-1488554100.000Z.ts
","14
","00:00:26,660 --> 00:00:27,861
","<font face=""Monospace"">{\an7}THEY DID A KICK START.
KICK FUND?</font>
",
1893,"FOX.1488554044.042Z-1488554100.000Z.ts
","15
","00:00:27,861 --> 00:00:29,863
","<font face=""Monospace"">{\an7}KICK FUND?
A KICK STARTER, THAT IS WHEN YOU</font>
",
1894,"FOX.1488554044.042Z-1488554100.000Z.ts
","16
","00:00:29,863 --> 00:00:31,098
","<font face=""Monospace"">{\an7}A KICK STARTER, THAT IS WHEN YOU
ASKED PEOPLE YOU DON’T KNOW FOR </font>
",
1895,"FOX.1488554044.042Z-1488554100.000Z.ts
","17
","00:00:31,098 --> 00:00:31,398
","<font face=""Monospace"">{\an7}ASKED PEOPLE YOU DON’T KNOW FOR 
MONEY.</font>
",
1896,"FOX.1488554044.042Z-1488554100.000Z.ts
","18
","00:00:31,398 --> 00:00:32,499
","<font face=""Monospace"">{\an7}MONEY.
BECAUSE YOU HAVE AN IDEA AND </font>
",
1897,"FOX.1488554044.042Z-1488554100.000Z.ts
","19
","00:00:32,499 --> 00:00:33,900
","<font face=""Monospace"">{\an7}BECAUSE YOU HAVE AN IDEA AND 
MAYBE YOU DON’T HAVE THE MONEY </font>
",
1898,"FOX.1488554044.042Z-1488554100.000Z.ts
","20
","00:00:33,901 --> 00:00:35,369
","<font face=""Monospace"">{\an7}MAYBE YOU DON’T HAVE THE MONEY 
FOR IT OR MAYBE YOU WANT YOUR </font>
",
1899,"FOX.1488554044.042Z-1488554100.000Z.ts
","21
","00:00:35,369 --> 00:00:36,604
","<font face=""Monospace"">{\an7}FOR IT OR MAYBE YOU WANT YOUR 
FANS JUST TO BE INVOLVED.</font>
",
1900,"FOX.1488554044.042Z-1488554100.000Z.ts
","22
","00:00:36,603 --> 00:00:38,705
","<font face=""Monospace"">{\an7}FANS JUST TO BE INVOLVED.
I DON’T KNOW WHY THEY WERE </font>
",
1901,"FOX.1488554044.042Z-1488554100.000Z.ts
","23
","00:00:38,705 --> 00:00:41,441
","<font face=""Monospace"">{\an7}I DON’T KNOW WHY THEY WERE 
ASKING FOR MONEY BUT THEY WERE.</font>
",
1902,"FOX.1488554044.042Z-1488554100.000Z.ts
","24
","00:00:41,441 --> 00:00:45,612
","<font face=""Monospace"">{\an7}ASKING FOR MONEY BUT THEY WERE.
AND HOT TOPICS, EWE WERE ONE OF </font>
",
